"","ACCENT","GENDER","SPEAKER","SPEAKER.NO","FEATURE.NAME","FEATURE.VALUE"
"105","brm","f","brm_f_01",1,"START",9.48122831613098
"106","brm","f","brm_f_01",1,"FORCE/NORTH",NA
"107","brm","f","brm_f_01",1,"NURSE",14.6583754888209
"108","brm","f","brm_f_01",1,"NURSE",15.4387495759619
"109","brm","f","brm_f_01",1,"NURSE",16.8719856291405
"110","brm","f","brm_f_01",1,"NURSE",28.6878719866739
"111","brm","f","brm_f_01",1,"FOOT.GOOSE",39.4914440152979
"112","brm","f","brm_f_01",1,"FOOT.GOOSE",42.8548879196553
"113","brm","f","brm_f_01",1,"FOOT.GOOSE",40.0563447336671
"114","brm","f","brm_f_01",1,"FOOT.GOOSE",38.6732020592807
"115","brm","f","brm_f_01",1,"FOOT.GOOSE",40.9827568883747
"116","brm","f","brm_f_01",1,"FOOT.GOOSE",38.8673944369059
"117","brm","f","brm_f_01",1,"FOOT.GOOSE",44.8928359747947
"118","brm","f","brm_f_01",1,"FOOT.GOOSE",31.4520119321975
"119","brm","f","brm_f_01",1,"FOOT.GOOSE",40.9165756855134
"120","brm","f","brm_f_01",1,"FOOT.GOOSE",43.5119332551585
"121","brm","f","brm_f_01",1,"FOOT.GOOSE",45.3469634194559
"122","brm","f","brm_f_01",1,"FOOT.GOOSE",46.5589805099988
"123","brm","f","brm_f_01",1,"FOOT.GOOSE",37.5307349157246
"124","brm","f","brm_f_01",1,"FOOT.GOOSE",38.3148347116145
"125","brm","f","brm_f_01",1,"FOOT.GOOSE",34.6826233393144
"126","brm","f","brm_f_01",1,"FOOT.GOOSE",43.6542419026455
"127","brm","f","brm_f_01",1,"FOOT.GOOSE",29.8386272041589
"128","brm","f","brm_f_01",1,"FOOT.GOOSE",44.9819784997829
"129","brm","f","brm_f_01",1,"FOOT.GOOSE",28.0172887572345
"130","brm","f","brm_f_01",1,"FOOT.GOOSE",31.4652186919983
"131","brm","f","brm_f_01",1,"FOOT.GOOSE",33.0003417036288
"132","brm","f","brm_f_01",1,"FOOT.GOOSE",28.9876851266815
"133","brm","f","brm_f_01",1,"FOOT.GOOSE",27.9843130597227
"134","brm","f","brm_f_01",1,"FOOT.GOOSE",27.2341098881025
"135","brm","f","brm_f_01",1,"FOOT.GOOSE",23.8888377396955
"136","brm","f","brm_f_01",1,"FOOT.GOOSE",36.5158513395984
"137","brm","f","brm_f_01",1,"FOOT.GOOSE",29.8435413869319
"138","brm","f","brm_f_01",1,"FOOT.GOOSE",41.010404216338
"139","brm","f","brm_f_01",1,"FOOT.GOOSE",44.9530863519314
"140","brm","f","brm_f_01",1,"FOOT.GOOSE",36.9232076675933
"141","brm","f","brm_f_01",1,"FOOT.GOOSE",43.3193261290175
"142","brm","f","brm_f_01",1,"FOOT.GOOSE",38.7423505448803
"143","brm","f","brm_f_01",1,"FOOT.GOOSE",39.7249326441844
"144","brm","f","brm_f_01",1,"FOOT.GOOSE",47.020802284464
"145","brm","f","brm_f_01",1,"FOOT.GOOSE",26.1708580997914
"146","brm","f","brm_f_01",1,"FOOT.GOOSE",44.6499592111611
"147","brm","f","brm_f_01",1,"FOOT.GOOSE",38.4507354625155
"148","brm","f","brm_f_01",1,"FOOT.GOOSE",37.8115083257434
"149","brm","f","brm_f_01",1,"FOOT.GOOSE",43.5796498016513
"150","brm","f","brm_f_01",1,"FOOT.GOOSE",41.516296824724
"151","brm","f","brm_f_01",1,"FOOT.GOOSE",45.2756310312162
"152","brm","f","brm_f_01",1,"FOOT.GOOSE",40.2657716202373
"153","brm","f","brm_f_01",1,"FOOT.GOOSE",48.1140479415578
"154","brm","f","brm_f_01",1,"FOOT.GOOSE",42.0122239772161
"155","brm","f","brm_f_01",1,"FOOT.GOOSE",40.3034395918552
"156","brm","f","brm_f_01",1,"FOOT.GOOSE",29.5530918793283
"157","brm","f","brm_f_01",1,"FOOT.GOOSE",26.7380863230366
"158","brm","f","brm_f_01",1,"FOOT.GOOSE",37.2252856176553
"159","brm","f","brm_f_01",1,"FOOT.GOOSE",24.1550148208649
"160","brm","f","brm_f_01",1,"FOOT.GOOSE",27.0388089931529
"161","brm","f","brm_f_01",1,"FOOT.GOOSE",23.0164627091816
"162","brm","f","brm_f_01",1,"FOOT.GOOSE",31.0028105718459
"163","brm","f","brm_f_01",1,"FOOT.GOOSE",32.9550013494194
"164","brm","f","brm_f_01",1,"FOOT.GOOSE",22.1134132787559
"165","brm","f","brm_f_01",1,"GOAT",10.9857171140279
"166","brm","f","brm_f_01",1,"GOAT",12.5589277403298
"167","brm","f","brm_f_01",1,"GOAT",14.2048627852361
"168","brm","f","brm_f_01",1,"GOAT",14.4486442349937
"169","brm","f","brm_f_01",1,"GOAT",16.9621942015585
"170","brm","f","brm_f_01",1,"GOAT",18.1935611651313
"171","brm","f","brm_f_01",1,"GOAT",18.2969795255339
"172","brm","f","brm_f_01",1,"GOAT",18.4375072748413
"173","brm","f","brm_f_01",1,"GOAT",21.4950121517151
"174","brm","f","brm_f_01",1,"GOAT",23.820602633406
"175","brm","f","brm_f_01",1,"FACE",8.37809163142205
"176","brm","f","brm_f_01",1,"FACE",13.3577661060593
"177","brm","f","brm_f_01",1,"FACE",17.8670557921745
"178","brm","f","brm_f_01",1,"FACE",24.9144199210962
"179","brm","f","brm_f_01",1,"FACE",24.9603327023311
"180","brm","f","brm_f_01",1,"FACE",27.3017288252712
"181","brm","f","brm_f_01",1,"FACE",27.3022705551173
"182","brm","f","brm_f_01",1,"FACE",28.4027854242361
"183","brm","f","brm_f_01",1,"FACE",34.1682015209929
"184","brm","f","brm_f_01",1,"FACE",34.719014428336
"185","uls","f","uls_f_08",8,"STRUT.FOOT",25.8778456791018
"186","uls","f","uls_f_08",8,"STRUT.FOOT",26.766474970596
"187","uls","f","uls_f_08",8,"STRUT.FOOT",27.405428961636
"188","uls","f","uls_f_08",8,"STRUT.FOOT",22.3125777758865
"189","uls","f","uls_f_08",8,"STRUT.FOOT",22.1095825925233
"190","uls","f","uls_f_08",8,"STRUT.FOOT",22.0804435172659
"191","uls","f","uls_f_08",8,"STRUT.FOOT",19.9005584013332
"192","uls","f","uls_f_08",8,"STRUT.FOOT",47.2536226489048
"193","uls","f","uls_f_08",8,"STRUT.FOOT",53.1016898514147
"194","uls","f","uls_f_08",8,"STRUT.FOOT",52.0305618192733
"195","uls","f","uls_f_08",8,"STRUT.FOOT",46.5764324808486
"196","uls","f","uls_f_08",8,"STRUT.FOOT",28.4605468087878
"197","uls","f","uls_f_08",8,"STRUT.FOOT",44.643195123937
"198","uls","f","uls_f_08",8,"STRUT.FOOT",46.6897613926453
"199","uls","f","uls_f_08",8,"STRUT.FOOT",42.9358785915081
"200","uls","f","uls_f_08",8,"STRUT.FOOT",44.39758946098
"201","uls","f","uls_f_08",8,"STRUT.FOOT",45.9809794635968
"202","uls","f","uls_f_08",8,"STRUT.FOOT",39.247714608118
"203","uls","f","uls_f_08",8,"STRUT.FOOT",28.0748411827574
"204","uls","f","uls_f_08",8,"STRUT.FOOT",38.5151949085154
"205","uls","f","uls_f_08",8,"STRUT.FOOT",37.2471042077146
"206","uls","f","uls_f_08",8,"STRUT.FOOT",40.6677789600721
"207","uls","f","uls_f_08",8,"STRUT.FOOT",46.0793671564632
"208","uls","f","uls_f_08",8,"STRUT.FOOT",38.9215293944445
"209","uls","f","uls_f_08",8,"STRUT.FOOT",37.7697691123465
"210","uls","f","uls_f_08",8,"STRUT.FOOT",30.096917719306
"211","uls","f","uls_f_08",8,"STRUT.FOOT",38.6461279268933
"212","uls","f","uls_f_08",8,"STRUT.FOOT",40.3736684201534
"213","uls","f","uls_f_08",8,"STRUT.FOOT",33.4814987542158
"214","uls","f","uls_f_08",8,"STRUT.FOOT",35.5926219540737
"215","uls","f","uls_f_08",8,"STRUT.FOOT",29.3907750375841
"216","uls","f","uls_f_08",8,"STRUT.FOOT",29.7380624600768
"217","uls","f","uls_f_08",8,"STRUT.FOOT",25.8605459717752
"218","uls","f","uls_f_08",8,"STRUT.FOOT",28.2086139121244
"219","uls","f","uls_f_08",8,"STRUT.FOOT",27.0115404593337
"220","uls","f","uls_f_08",8,"BATH",0.704058704661185
"221","uls","f","uls_f_08",8,"BATH",1.1488774621912
"222","uls","f","uls_f_08",8,"BATH",0.541672921146993
"223","uls","f","uls_f_08",8,"BATH",0.623011216894205
"224","uls","f","uls_f_08",8,"BATH",0.873538159822205
"225","uls","f","uls_f_08",8,"BATH",0.887401194228824
"226","uls","f","uls_f_08",8,"BATH",0.603567382653778
"227","uls","f","uls_f_08",8,"BATH",0.744983791581479
"228","uls","f","uls_f_08",8,"BATH",0.730955327600691
"229","uls","f","uls_f_08",8,"BATH",0.873252510902691
"230","uls","f","uls_f_08",8,"BATH",1.42496658579171
"231","uls","f","uls_f_08",8,"BATH",0.671843463262395
"232","uls","f","uls_f_08",8,"BATH",0.772728333406825
"233","uls","f","uls_f_08",8,"BATH",1.08345992512251
"234","uls","f","uls_f_08",8,"BATH",1.10065441405385
"235","uls","f","uls_f_08",8,"BATH",0.748611911069287
"236","uls","f","uls_f_08",8,"BATH",0.92401239026425
"237","uls","f","uls_f_08",8,"BATH",0.906612717034975
"238","uls","f","uls_f_08",8,"BATH",0.866547592650632
"239","uls","f","uls_f_08",8,"BATH",1.41402555287126
"240","uls","f","uls_f_08",8,"BATH",0.666684983391896
"241","uls","f","uls_f_08",8,"BATH",0.766795249628816
"242","uls","f","uls_f_08",8,"BATH",1.07514101376911
"243","uls","f","uls_f_08",8,"BATH",1.09220348173145
"244","uls","f","uls_f_08",8,"BATH",0.742863995542484
"245","uls","f","uls_f_08",8,"BATH",0.916917732690111
"246","uls","f","uls_f_08",8,"BATH",0.899651655854959
"247","uls","f","uls_f_08",8,"PALM.TRAP",20.8200475806117
"248","uls","f","uls_f_08",8,"PALM.TRAP",14.9535704263722
"249","uls","f","uls_f_08",8,"PALM.TRAP",29.8991395320539
"250","uls","f","uls_f_08",8,"PALM.TRAP",24.9102020534343
"251","uls","f","uls_f_08",8,"PALM.TRAP",17.4817888628195
"252","uls","f","uls_f_08",8,"PALM.TRAP",15.3388796039722
"253","uls","f","uls_f_08",8,"PALM.TRAP",26.6063572711462
"254","uls","f","uls_f_08",8,"PALM.TRAP",22.7614587366431
"255","uls","f","uls_f_08",8,"PALM.TRAP",22.8549383219888
"256","uls","f","uls_f_08",8,"PALM.TRAP",28.1641499052632
"257","uls","f","uls_f_08",8,"PALM.TRAP",20.3208557217321
"258","uls","f","uls_f_08",8,"PALM.TRAP",34.6422194013932
"259","uls","f","uls_f_08",8,"PALM.TRAP",31.0911949781249
"260","uls","f","uls_f_08",8,"PALM.TRAP",21.0056980735451
"261","uls","f","uls_f_08",8,"PALM.TRAP",20.9470515479322
"262","uls","f","uls_f_08",8,"PALM.TRAP",32.3981504583767
"263","uls","f","uls_f_08",8,"PALM.TRAP",27.475832567857
"264","uls","f","uls_f_08",8,"PALM.TRAP",28.4997087405828
"265","uls","f","uls_f_08",8,"PALM.TRAP",16.9709390659279
"266","uls","f","uls_f_08",8,"PALM.TRAP",17.8659138133397
"267","uls","f","uls_f_08",8,"PALM.TRAP",22.953882445395
"268","uls","f","uls_f_08",8,"PALM.TRAP",18.8570379223581
"269","uls","f","uls_f_08",8,"PALM.TRAP",20.1491790091299
"270","uls","f","uls_f_08",8,"PALM.TRAP",17.415319973897
"271","uls","f","uls_f_08",8,"PALM.TRAP",22.620712672397
"272","uls","f","uls_f_08",8,"PALM.TRAP",22.1084668977661
"273","uls","f","uls_f_08",8,"PALM.TRAP",22.933092185063
"274","uls","f","uls_f_08",8,"START",15.2245003168098
"275","uls","f","uls_f_08",8,"START",19.81191980224
"276","uls","f","uls_f_08",8,"START",12.6422674464396
"277","uls","f","uls_f_08",8,"FORCE/NORTH",NA
"278","uls","f","uls_f_08",8,"NURSE",3.0277405522244
"279","uls","f","uls_f_08",8,"NURSE",10.28984091844
"280","uls","f","uls_f_08",8,"NURSE",12.5356167563778
"281","uls","f","uls_f_08",8,"NURSE",17.6664343076659
"282","uls","f","uls_f_08",8,"FOOT.GOOSE",25.2911479047345
"283","uls","f","uls_f_08",8,"FOOT.GOOSE",25.4941042882491
"284","uls","f","uls_f_08",8,"FOOT.GOOSE",28.9474235016224
"285","uls","f","uls_f_08",8,"FOOT.GOOSE",23.5545612798695
"286","uls","f","uls_f_08",8,"FOOT.GOOSE",26.6530510141346
"287","uls","f","uls_f_08",8,"FOOT.GOOSE",18.7221176350738
"288","uls","f","uls_f_08",8,"FOOT.GOOSE",24.2413543243504
"289","uls","f","uls_f_08",8,"FOOT.GOOSE",31.043155986786
"290","uls","f","uls_f_08",8,"FOOT.GOOSE",27.3147189270201
"291","uls","f","uls_f_08",8,"FOOT.GOOSE",23.7995580090124
"292","uls","f","uls_f_08",8,"FOOT.GOOSE",30.4063187956819
"293","uls","f","uls_f_08",8,"FOOT.GOOSE",21.3955847416167
"294","uls","f","uls_f_08",8,"FOOT.GOOSE",25.9571248632811
"295","uls","f","uls_f_08",8,"FOOT.GOOSE",18.085884043942
"296","uls","f","uls_f_08",8,"FOOT.GOOSE",29.4300446850945
"297","uls","f","uls_f_08",8,"FOOT.GOOSE",32.2271102007243
"298","uls","f","uls_f_08",8,"FOOT.GOOSE",29.3070742558069
"299","uls","f","uls_f_08",8,"FOOT.GOOSE",27.7942979740065
"300","uls","f","uls_f_08",8,"FOOT.GOOSE",19.7918392991664
"301","uls","f","uls_f_08",8,"FOOT.GOOSE",26.491527701016
"302","uls","f","uls_f_08",8,"FOOT.GOOSE",25.4902746891887
"303","uls","f","uls_f_08",8,"FOOT.GOOSE",30.2853752490243
"304","uls","f","uls_f_08",8,"FOOT.GOOSE",22.2709740179474
"305","uls","f","uls_f_08",8,"FOOT.GOOSE",37.3527175327585
"306","uls","f","uls_f_08",8,"FOOT.GOOSE",32.6225443485459
"307","uls","f","uls_f_08",8,"FOOT.GOOSE",29.2133449078144
"308","uls","f","uls_f_08",8,"FOOT.GOOSE",28.1791888197024
"309","uls","f","uls_f_08",8,"FOOT.GOOSE",24.9603206331363
"310","uls","f","uls_f_08",8,"FOOT.GOOSE",20.0719034736956
"311","uls","f","uls_f_08",8,"FOOT.GOOSE",20.8823848062503
"312","uls","f","uls_f_08",8,"FOOT.GOOSE",32.5644987722182
"313","uls","f","uls_f_08",8,"FOOT.GOOSE",31.1927858959045
"314","uls","f","uls_f_08",8,"FOOT.GOOSE",43.3283166765498
"315","uls","f","uls_f_08",8,"FOOT.GOOSE",39.7077220921448
"316","uls","f","uls_f_08",8,"FOOT.GOOSE",34.2854234115743
"317","uls","f","uls_f_08",8,"FOOT.GOOSE",32.6725061703546
"318","uls","f","uls_f_08",8,"FOOT.GOOSE",29.2968453565824
"319","uls","f","uls_f_08",8,"FOOT.GOOSE",32.1721489908541
"320","uls","f","uls_f_08",8,"FOOT.GOOSE",40.0735916232069
"321","uls","f","uls_f_08",8,"FOOT.GOOSE",40.8671051567801
"322","uls","f","uls_f_08",8,"FOOT.GOOSE",33.4147968522387
"323","uls","f","uls_f_08",8,"FOOT.GOOSE",31.3807085759276
"324","uls","f","uls_f_08",8,"FOOT.GOOSE",34.2031112627665
"325","uls","f","uls_f_08",8,"FOOT.GOOSE",27.2345567262173
"326","uls","f","uls_f_08",8,"FOOT.GOOSE",28.3804412533691
"327","uls","f","uls_f_08",8,"FOOT.GOOSE",28.4453981858993
"328","uls","f","uls_f_08",8,"FOOT.GOOSE",34.8094043328036
"329","uls","f","uls_f_08",8,"FOOT.GOOSE",35.5629536500681
"330","uls","f","uls_f_08",8,"FOOT.GOOSE",28.199842910326
"331","uls","f","uls_f_08",8,"FOOT.GOOSE",23.8205251428614
"332","uls","f","uls_f_08",8,"FOOT.GOOSE",30.5597940732125
"333","uls","f","uls_f_08",8,"FOOT.GOOSE",19.672357255179
"334","uls","f","uls_f_08",8,"FOOT.GOOSE",26.4115300537629
"335","uls","f","uls_f_08",8,"FOOT.GOOSE",22.1701766091569
"336","uls","f","uls_f_08",8,"FOOT.GOOSE",30.7641237164761
"337","uls","f","uls_f_08",8,"FOOT.GOOSE",34.2706973584575
"338","uls","f","uls_f_08",8,"GOAT",5.61903058594185
"339","uls","f","uls_f_08",8,"GOAT",9.1340229663929
"340","uls","f","uls_f_08",8,"GOAT",9.64810295850521
"341","uls","f","uls_f_08",8,"GOAT",11.4342957335193
"342","uls","f","uls_f_08",8,"GOAT",13.605438661001
"343","uls","f","uls_f_08",8,"GOAT",14.0492407462104
"344","uls","f","uls_f_08",8,"GOAT",14.5629375097025
"345","uls","f","uls_f_08",8,"GOAT",16.8300955091336
"346","uls","f","uls_f_08",8,"GOAT",22.9786655414996
"347","uls","f","uls_f_08",8,"FACE",5.76777444773187
"348","uls","f","uls_f_08",8,"FACE",5.98164372069885
"349","uls","f","uls_f_08",8,"FACE",6.12371069933778
"350","uls","f","uls_f_08",8,"FACE",8.2209483677858
"351","uls","f","uls_f_08",8,"FACE",8.97366085049886
"352","uls","f","uls_f_08",8,"FACE",10.4921333364945
"353","uls","f","uls_f_08",8,"FACE",12.9981520569475
"354","lan","f","lan_f_06",6,"STRUT.FOOT",29.7384812109856
"355","lan","f","lan_f_06",6,"STRUT.FOOT",33.1550312321504
"356","lan","f","lan_f_06",6,"STRUT.FOOT",34.2120077939988
"357","lan","f","lan_f_06",6,"STRUT.FOOT",31.1961714268179
"358","lan","f","lan_f_06",6,"STRUT.FOOT",30.6222476367585
"359","lan","f","lan_f_06",6,"STRUT.FOOT",20.4118572366957
"360","lan","f","lan_f_06",6,"STRUT.FOOT",39.3327608043635
"361","lan","f","lan_f_06",6,"STRUT.FOOT",33.8414845673678
"362","lan","f","lan_f_06",6,"STRUT.FOOT",40.5803798617688
"363","lan","f","lan_f_06",6,"STRUT.FOOT",36.8807857007578
"364","lan","f","lan_f_06",6,"STRUT.FOOT",40.7011207014189
"365","lan","f","lan_f_06",6,"STRUT.FOOT",27.6422359493769
"366","lan","f","lan_f_06",6,"STRUT.FOOT",36.6186788781013
"367","lan","f","lan_f_06",6,"STRUT.FOOT",35.3113136244488
"368","lan","f","lan_f_06",6,"STRUT.FOOT",43.9015631463836
"369","lan","f","lan_f_06",6,"STRUT.FOOT",40.8790017709715
"370","lan","f","lan_f_06",6,"STRUT.FOOT",39.6199237496052
"371","lan","f","lan_f_06",6,"STRUT.FOOT",36.6742824380583
"372","lan","f","lan_f_06",6,"STRUT.FOOT",30.1614963729344
"373","lan","f","lan_f_06",6,"STRUT.FOOT",29.6746916446697
"374","lan","f","lan_f_06",6,"STRUT.FOOT",38.7071130624031
"375","lan","f","lan_f_06",6,"STRUT.FOOT",39.4721377191334
"376","lan","f","lan_f_06",6,"STRUT.FOOT",37.3262252938321
"377","lan","f","lan_f_06",6,"STRUT.FOOT",31.1510823911173
"378","lan","f","lan_f_06",6,"STRUT.FOOT",32.5648270608885
"379","lan","f","lan_f_06",6,"STRUT.FOOT",30.1977721751718
"380","lan","f","lan_f_06",6,"STRUT.FOOT",42.14592747223
"381","lan","f","lan_f_06",6,"STRUT.FOOT",33.3186384544772
"382","lan","f","lan_f_06",6,"STRUT.FOOT",35.6408405320098
"383","lan","f","lan_f_06",6,"STRUT.FOOT",30.1018604945692
"384","lan","f","lan_f_06",6,"STRUT.FOOT",35.8408033808983
"385","lan","f","lan_f_06",6,"STRUT.FOOT",28.3718820282062
"386","lan","f","lan_f_06",6,"STRUT.FOOT",34.1607982798817
"387","lan","f","lan_f_06",6,"STRUT.FOOT",36.9614223452891
"388","lan","f","lan_f_06",6,"STRUT.FOOT",37.3925110271483
"389","lan","f","lan_f_06",6,"STRUT.FOOT",29.7079910606117
"390","lan","f","lan_f_06",6,"STRUT.FOOT",33.7252828494027
"391","lan","f","lan_f_06",6,"STRUT.FOOT",29.0484978920381
"392","lan","f","lan_f_06",6,"STRUT.FOOT",31.7451280685941
"393","lan","f","lan_f_06",6,"STRUT.FOOT",38.6041461530007
"394","lan","f","lan_f_06",6,"STRUT.FOOT",36.7519778601624
"395","lan","f","lan_f_06",6,"STRUT.FOOT",28.0922708176637
"396","lan","f","lan_f_06",6,"BATH",0.777915759502353
"397","lan","f","lan_f_06",6,"BATH",1.2036232718143
"398","lan","f","lan_f_06",6,"BATH",1.5046427036533
"399","lan","f","lan_f_06",6,"BATH",1.37797825978299
"400","lan","f","lan_f_06",6,"BATH",1.3390244103841
"401","lan","f","lan_f_06",6,"BATH",1.2454342049566
"402","lan","f","lan_f_06",6,"BATH",1.49344978959287
"403","lan","f","lan_f_06",6,"BATH",1.18267975642598
"404","lan","f","lan_f_06",6,"BATH",1.39426261660499
"405","lan","f","lan_f_06",6,"BATH",1.17908244215753
